master_metadata_track_name,master_metadata_album_artist_name,spotify_track_uri,track_artist,track_listen_count,popularity,genre,track_uri,mean_bar_duration,mean_pitches,mean_max_loudness,mean_timbre,mean_tatums,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Switch Play,D72,spotify:track:095b9aJegbMOGNFHFAUGEC,Switch Play - D72,1,0,,095b9aJegbMOGNFHFAUGEC,1.6126857364341085,0.4331543933708568,-5.900027204502814,4.841931988742965,0.20210135135135135,0.304,0.98,7.0,-5.713,1.0,0.0585,9.28e-05,0.907,0.661,0.0683,132.01,audio_features,095b9aJegbMOGNFHFAUGEC,spotify:track:095b9aJegbMOGNFHFAUGEC,https://api.spotify.com/v1/tracks/095b9aJegbMOGNFHFAUGEC,https://api.spotify.com/v1/audio-analysis/095b9aJegbMOGNFHFAUGEC,214606.0,4.0
Destiny,Monsieur Warradi,spotify:track:222opzC3cyboeyO6KrK6L7,Destiny - Monsieur Warradi,1,0,,222opzC3cyboeyO6KrK6L7,1.8776916560509556,0.47455761078998066,-7.587267630057803,-2.319671050096339,0.2343152773375594,0.635,0.941,1.0,-6.728,1.0,0.0645,0.00336,0.81,0.139,0.194,127.996,audio_features,222opzC3cyboeyO6KrK6L7,spotify:track:222opzC3cyboeyO6KrK6L7,https://api.spotify.com/v1/tracks/222opzC3cyboeyO6KrK6L7,https://api.spotify.com/v1/audio-analysis/222opzC3cyboeyO6KrK6L7,296250.0,4.0
1982,Miss Kittin,spotify:track:5naPQFvHKRHo2iNgUOgMX1,1982 - Miss Kittin,1,0,alternative dance,5naPQFvHKRHo2iNgUOgMX1,1.8282166863905325,0.29989242311507935,-5.872165178571429,3.4501444692460312,0.22750453879941437,0.793,0.677,1.0,-6.314,1.0,0.0617,5.38e-06,0.376,0.0545,0.0474,131.892,audio_features,5naPQFvHKRHo2iNgUOgMX1,spotify:track:5naPQFvHKRHo2iNgUOgMX1,https://api.spotify.com/v1/tracks/5naPQFvHKRHo2iNgUOgMX1,https://api.spotify.com/v1/audio-analysis/5naPQFvHKRHo2iNgUOgMX1,319493.0,4.0
Perfect (Exceeder) - Vocal Club Mix,Mason,spotify:track:5VHbwTo0bWAdzVQPa5NNdg,Perfect (Exceeder) - Vocal Club Mix - Mason,1,0,atl hip hop,5VHbwTo0bWAdzVQPa5NNdg,1.8662096698113206,0.4281406905453372,-9.818220716360118,4.073498184898353,0.23466747343565525,0.761,0.777,6.0,-8.303,1.0,0.0885,0.00586,0.741,0.296,0.769,127.996,audio_features,5VHbwTo0bWAdzVQPa5NNdg,spotify:track:5VHbwTo0bWAdzVQPa5NNdg,https://api.spotify.com/v1/tracks/5VHbwTo0bWAdzVQPa5NNdg,https://api.spotify.com/v1/audio-analysis/5VHbwTo0bWAdzVQPa5NNdg,399323.0,4.0
Bruise Pristine,Placebo,spotify:track:7wf3NbGxanYc3qy9NqdNde,Bruise Pristine - Placebo,1,0,alternative rock,7wf3NbGxanYc3qy9NqdNde,1.3477623684210525,0.3601409508660304,-7.2227804878048785,4.412574407917992,0.17015560330578514,0.355,0.901,1.0,-7.652,1.0,0.0348,4.3e-05,0.578,0.295,0.692,176.7,audio_features,7wf3NbGxanYc3qy9NqdNde,spotify:track:7wf3NbGxanYc3qy9NqdNde,https://api.spotify.com/v1/tracks/7wf3NbGxanYc3qy9NqdNde,https://api.spotify.com/v1/audio-analysis/7wf3NbGxanYc3qy9NqdNde,215760.0,4.0
Homenaje Al Beny (Castellano Que Bueno Baila Usted) - From the Movie Chef,Gente De Zona,spotify:track:65DqSdXttzIIYGDhTI0Zvl,Homenaje Al Beny (Castellano Que Bueno Baila Usted) - From the Movie Chef - Gente De Zona,1,0,cubaton,65DqSdXttzIIYGDhTI0Zvl,2.5543197826086956,0.3970816091954023,-3.0253051724137934,8.129753304597703,0.32107126684636117,0.649,0.945,0.0,-4.03,1.0,0.0527,0.164,0.0,0.282,0.882,93.898,audio_features,65DqSdXttzIIYGDhTI0Zvl,spotify:track:65DqSdXttzIIYGDhTI0Zvl,https://api.spotify.com/v1/tracks/65DqSdXttzIIYGDhTI0Zvl,https://api.spotify.com/v1/audio-analysis/65DqSdXttzIIYGDhTI0Zvl,239040.0,4.0
Give Me the Night,Hot 8 Brass Band,spotify:track:6Hicg72z9IScbwR4pVRFuu,Give Me the Night - Hot 8 Brass Band,1,0,brass band,6Hicg72z9IScbwR4pVRFuu,2.2960687261146497,0.3966817154413514,-5.55487437544611,9.706871103973354,0.2889306041335453,0.519,0.752,8.0,-5.473,1.0,0.0874,0.129,0.128,0.202,0.547,104.346,audio_features,6Hicg72z9IScbwR4pVRFuu,spotify:track:6Hicg72z9IScbwR4pVRFuu,https://api.spotify.com/v1/tracks/6Hicg72z9IScbwR4pVRFuu,https://api.spotify.com/v1/audio-analysis/6Hicg72z9IScbwR4pVRFuu,366156.0,4.0
Está Dañada,Ivan Cornejo,spotify:track:6G2xXQRSZlEzYsUEb3uvuR,Está Dañada - Ivan Cornejo,1,0,sad sierreno,6G2xXQRSZlEzYsUEb3uvuR,1.1290918617021277,0.3173131313131313,-10.043207575757576,0.1687886363636362,0.18768146126760563,0.405,0.565,1.0,-9.266,0.0,0.0372,0.38,0.0195,0.107,0.166,159.892,audio_features,6G2xXQRSZlEzYsUEb3uvuR,spotify:track:6G2xXQRSZlEzYsUEb3uvuR,https://api.spotify.com/v1/tracks/6G2xXQRSZlEzYsUEb3uvuR,https://api.spotify.com/v1/audio-analysis/6G2xXQRSZlEzYsUEb3uvuR,214149.0,3.0
Cafe Del Mar,Dimitri Vegas & Like Mike,spotify:track:5rYJdqK0TTWSqSRbOnsLmg,Cafe Del Mar - Dimitri Vegas & Like Mike,1,0,belgian dance,5rYJdqK0TTWSqSRbOnsLmg,1.7685410924369749,0.42513066385669135,-6.732157007376186,5.2251753600281,0.22052807933194155,0.512,0.972,5.0,-5.359,0.0,0.0526,0.0178,0.858,0.148,0.357,135.999,audio_features,5rYJdqK0TTWSqSRbOnsLmg,spotify:track:5rYJdqK0TTWSqSRbOnsLmg,https://api.spotify.com/v1/tracks/5rYJdqK0TTWSqSRbOnsLmg,https://api.spotify.com/v1/audio-analysis/5rYJdqK0TTWSqSRbOnsLmg,211765.0,4.0
Rudeboi,Eli Brown,spotify:track:3oUkoGYPWVxt3NrohcoMHY,Rudeboi - Eli Brown,1,0,house,3oUkoGYPWVxt3NrohcoMHY,1.8079976288659794,0.4736855877616747,-4.391815217391304,15.106692431562,0.23075046875000002,0.816,0.926,0.0,-5.279,1.0,0.201,0.0255,0.901,0.138,0.456,130.0,audio_features,3oUkoGYPWVxt3NrohcoMHY,spotify:track:3oUkoGYPWVxt3NrohcoMHY,https://api.spotify.com/v1/tracks/3oUkoGYPWVxt3NrohcoMHY,https://api.spotify.com/v1/audio-analysis/3oUkoGYPWVxt3NrohcoMHY,181054.0,4.0
Mirage,Will Clarke,spotify:track:7EnXnHOdo5mAwJWFhh09VZ,Mirage - Will Clarke,1,0,bass house,7EnXnHOdo5mAwJWFhh09VZ,1.9153298305084745,0.38556699627400404,-6.010522785898538,10.597872671252507,0.23992677966101694,0.661,0.793,4.0,-6.619,0.0,0.0354,0.00898,0.848,0.191,0.078,125.013,audio_features,7EnXnHOdo5mAwJWFhh09VZ,spotify:track:7EnXnHOdo5mAwJWFhh09VZ,https://api.spotify.com/v1/tracks/7EnXnHOdo5mAwJWFhh09VZ,https://api.spotify.com/v1/audio-analysis/7EnXnHOdo5mAwJWFhh09VZ,228750.0,4.0
Get Sexy,Sugababes,spotify:track:6jWqljzUuDsdR8OLTkUMsy,Get Sexy - Sugababes,1,0,dance pop,6jWqljzUuDsdR8OLTkUMsy,1.9570622916666665,0.3763412393162393,-5.708344871794872,10.217300854700854,0.24598465116279067,0.69,0.77,6.0,-5.692,1.0,0.0766,0.0124,0.0,0.152,0.727,122.075,audio_features,6jWqljzUuDsdR8OLTkUMsy,spotify:track:6jWqljzUuDsdR8OLTkUMsy,https://api.spotify.com/v1/tracks/6jWqljzUuDsdR8OLTkUMsy,https://api.spotify.com/v1/audio-analysis/6jWqljzUuDsdR8OLTkUMsy,194337.0,4.0
Revision feat Giovanni - Original Mix,Maceo Plex,spotify:track:05Q2QXgj7NPOmYvito5OOm,Revision feat Giovanni - Original Mix - Maceo Plex,1,0,deep disco house,05Q2QXgj7NPOmYvito5OOm,1.8842756796116507,0.3518424279835391,-7.401358024691358,-0.8734828806584358,0.23555303506650543,0.658,0.667,0.0,-5.948,0.0,0.0311,0.00102,0.552,0.137,0.229,128.019,audio_features,05Q2QXgj7NPOmYvito5OOm,spotify:track:05Q2QXgj7NPOmYvito5OOm,https://api.spotify.com/v1/tracks/05Q2QXgj7NPOmYvito5OOm,https://api.spotify.com/v1/audio-analysis/05Q2QXgj7NPOmYvito5OOm,391333.0,4.0
Take Me on the Floor,The Veronicas,spotify:track:3sOhS9SLsbY3fG1nVVk00P,Take Me on the Floor - The Veronicas,1,0,australian pop,3sOhS9SLsbY3fG1nVVk00P,1.7131061666666667,0.37347334682861,-2.3160094466936574,8.602038011695907,0.21413312629399586,0.61,0.9,11.0,-2.304,0.0,0.0453,0.00345,7.86e-06,0.272,0.621,139.969,audio_features,3sOhS9SLsbY3fG1nVVk00P,spotify:track:3sOhS9SLsbY3fG1nVVk00P,https://api.spotify.com/v1/tracks/3sOhS9SLsbY3fG1nVVk00P,https://api.spotify.com/v1/audio-analysis/3sOhS9SLsbY3fG1nVVk00P,210480.0,4.0
Everything I'm Not,The Veronicas,spotify:track:5mO8VNRwbrPqbfLDHE5rre,Everything I'm Not - The Veronicas,1,0,australian pop,5mO8VNRwbrPqbfLDHE5rre,1.7909372321428572,0.31736913489736074,-4.990284457478006,5.692645650048876,0.2238574222222222,0.644,0.751,10.0,-4.224,1.0,0.0375,0.0027,0.000134,0.119,0.621,133.925,audio_features,5mO8VNRwbrPqbfLDHE5rre,spotify:track:5mO8VNRwbrPqbfLDHE5rre,https://api.spotify.com/v1/tracks/5mO8VNRwbrPqbfLDHE5rre,https://api.spotify.com/v1/audio-analysis/5mO8VNRwbrPqbfLDHE5rre,201973.0,4.0
Gold Dust - Fox Stevenson Remix,DJ Fresh,spotify:track:3WNzOFBAbi5Cc72223avI7,Gold Dust - Fox Stevenson Remix - DJ Fresh,1,0,golden age hip hop,3WNzOFBAbi5Cc72223avI7,1.3834554491017963,0.39417731388329974,0.5780935613682091,9.919019953051643,0.17238583703703703,0.543,0.981,0.0,0.836,1.0,0.049,0.0031,0.00125,0.151,0.428,173.998,audio_features,3WNzOFBAbi5Cc72223avI7,spotify:track:3WNzOFBAbi5Cc72223avI7,https://api.spotify.com/v1/tracks/3WNzOFBAbi5Cc72223avI7,https://api.spotify.com/v1/audio-analysis/3WNzOFBAbi5Cc72223avI7,233103.0,4.0
6 Underground,Sneaker Pimps,spotify:track:3UtGz5qWgIv4jJNYGvAvdB,6 Underground - Sneaker Pimps,1,0,electronica,3UtGz5qWgIv4jJNYGvAvdB,1.3966871779141103,0.3889994871794872,-10.441802051282052,-0.5491282905982906,0.17643170788253476,0.587,0.678,1.0,-8.651,0.0,0.0524,0.0319,0.16,0.116,0.429,169.947,audio_features,3UtGz5qWgIv4jJNYGvAvdB,spotify:track:3UtGz5qWgIv4jJNYGvAvdB,https://api.spotify.com/v1/tracks/3UtGz5qWgIv4jJNYGvAvdB,https://api.spotify.com/v1/audio-analysis/3UtGz5qWgIv4jJNYGvAvdB,228840.0,4.0
Yıldızlarda Kayar,Tan Taşçı,spotify:track:684II2ywKf7MdhAVbfafTc,Yıldızlarda Kayar - Tan Taşçı,1,0,turkish pop,684II2ywKf7MdhAVbfafTc,1.9519546341463414,0.4174590629800307,-3.4776433179723507,6.374769508448541,0.24999761410788382,0.743,0.952,11.0,-3.803,0.0,0.0589,0.0554,0.0,0.441,0.843,120.086,audio_features,684II2ywKf7MdhAVbfafTc,spotify:track:684II2ywKf7MdhAVbfafTc,https://api.spotify.com/v1/tracks/684II2ywKf7MdhAVbfafTc,https://api.spotify.com/v1/audio-analysis/684II2ywKf7MdhAVbfafTc,244320.0,4.0
Bensiz Olsun,Fulden Uras,spotify:track:7gHoNWyLr7S8DepnUBr4Hk,Bensiz Olsun - Fulden Uras,1,0,deep turkish pop,7gHoNWyLr7S8DepnUBr4Hk,1.8887885234899329,0.3735457709482532,-10.46785657998424,6.084056212240609,0.23610227424749167,0.753,0.671,2.0,-10.353,0.0,0.038,0.121,0.00521,0.0389,0.916,127.052,audio_features,7gHoNWyLr7S8DepnUBr4Hk,spotify:track:7gHoNWyLr7S8DepnUBr4Hk,https://api.spotify.com/v1/tracks/7gHoNWyLr7S8DepnUBr4Hk,https://api.spotify.com/v1/audio-analysis/7gHoNWyLr7S8DepnUBr4Hk,284707.0,4.0
Sarı Odalar,Sezen Aksu,spotify:track:3CPr8mAbqwHzPwuIaFJx1N,Sarı Odalar - Sezen Aksu,1,0,turkish pop,3CPr8mAbqwHzPwuIaFJx1N,2.652112076923077,0.3845312292358804,-7.282029235880399,8.557272480620156,0.33409999999999995,0.653,0.815,1.0,-5.755,0.0,0.0957,0.0592,0.000171,0.255,0.604,89.985,audio_features,3CPr8mAbqwHzPwuIaFJx1N,spotify:track:3CPr8mAbqwHzPwuIaFJx1N,https://api.spotify.com/v1/tracks/3CPr8mAbqwHzPwuIaFJx1N,https://api.spotify.com/v1/audio-analysis/3CPr8mAbqwHzPwuIaFJx1N,350413.0,4.0
Hotel,Lawsy,spotify:track:1rfsEU57ofvxhII8Xs57WF,Hotel - Lawsy,124,1,dark plugg,1rfsEU57ofvxhII8Xs57WF,2.1199048611111113,0.34916544297601565,-5.232590308370044,7.025845325501713,0.2654070274914089,0.618,0.793,5.0,-4.826,1.0,0.0679,0.0626,0.0,0.149,0.424,112.944,audio_features,1rfsEU57ofvxhII8Xs57WF,spotify:track:1rfsEU57ofvxhII8Xs57WF,https://api.spotify.com/v1/tracks/1rfsEU57ofvxhII8Xs57WF,https://api.spotify.com/v1/audio-analysis/1rfsEU57ofvxhII8Xs57WF,155350.0,4.0
Huys,Anahit Vardanyan,spotify:track:2gHhVQLkEn5HdKrfxMrXQM,Huys - Anahit Vardanyan,34,1,,2gHhVQLkEn5HdKrfxMrXQM,1.808200510638298,0.4783880835843373,-9.976208207831325,-4.976548788905622,0.22748179487179487,0.733,0.941,6.0,-8.309,1.0,0.0581,0.00208,0.863,0.0797,0.0657,132.013,audio_features,2gHhVQLkEn5HdKrfxMrXQM,spotify:track:2gHhVQLkEn5HdKrfxMrXQM,https://api.spotify.com/v1/tracks/2gHhVQLkEn5HdKrfxMrXQM,https://api.spotify.com/v1/audio-analysis/2gHhVQLkEn5HdKrfxMrXQM,440455.0,4.0
Join Me In Death - Strongroom Mix,HIM,spotify:track:2Y6k2RbPc83mh3C7mgIB37,Join Me In Death - Strongroom Mix - HIM,35,1,,2Y6k2RbPc83mh3C7mgIB37,2.1104667647058832,0.3501482873851295,-8.274280701754385,3.0179661654135335,0.2631836739659367,0.605,0.672,8.0,-6.895,0.0,0.0299,0.00367,7.23e-05,0.149,0.666,114.027,audio_features,2Y6k2RbPc83mh3C7mgIB37,spotify:track:2Y6k2RbPc83mh3C7mgIB37,https://api.spotify.com/v1/tracks/2Y6k2RbPc83mh3C7mgIB37,https://api.spotify.com/v1/audio-analysis/2Y6k2RbPc83mh3C7mgIB37,218760.0,4.0
Die Obduktion,KARL SCHWARZ,spotify:track:1aASSFoEm0kpwq3IoKyi1f,Die Obduktion - KARL SCHWARZ,31,1,,1aASSFoEm0kpwq3IoKyi1f,1.621221652892562,0.5069474119478499,-7.090809106830123,5.056738324576767,0.2026503604531411,0.524,0.915,5.0,-6.178,1.0,0.0989,0.000899,0.868,0.586,0.038,148.028,audio_features,1aASSFoEm0kpwq3IoKyi1f,spotify:track:1aASSFoEm0kpwq3IoKyi1f,https://api.spotify.com/v1/tracks/1aASSFoEm0kpwq3IoKyi1f,https://api.spotify.com/v1/audio-analysis/1aASSFoEm0kpwq3IoKyi1f,402162.0,4.0
Someone - Signum Vocal Mix,Ascension,spotify:track:1iAgK9fcsFhSejDwLjEqp7,Someone - Signum Vocal Mix - Ascension,43,1,american choir,1iAgK9fcsFhSejDwLjEqp7,1.7685957093425606,0.4783172588832487,-8.021609771573603,2.023687711505922,0.22222795138888887,0.576,0.785,7.0,-6.809,1.0,0.0464,2.85e-05,0.819,0.0709,0.256,134.986,audio_features,1iAgK9fcsFhSejDwLjEqp7,spotify:track:1iAgK9fcsFhSejDwLjEqp7,https://api.spotify.com/v1/tracks/1iAgK9fcsFhSejDwLjEqp7,https://api.spotify.com/v1/audio-analysis/1iAgK9fcsFhSejDwLjEqp7,518605.0,4.0
Sure Thing,Miguel,spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing - Miguel,69,1,r&b,0JXXNGljqupsJaZsgSbMZV,2.96632796875,0.3288929012345679,-10.06648271604938,-3.129427777777778,0.37081542307692306,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373.0,4.0
Here With Me,d4vd,spotify:track:78Sw5GDo6AlGwTwanjXbGh,Here With Me - d4vd,31,1,bedroom pop,78Sw5GDo6AlGwTwanjXbGh,1.8252629007633587,0.32333892857142854,-9.480362857142856,-0.7033813095238095,0.22730147448015123,0.574,0.469,4.0,-8.209,1.0,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,78Sw5GDo6AlGwTwanjXbGh,spotify:track:78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485.0,4.0
Kill Bill,SZA,spotify:track:3OHfY25tqY28d16oZczHc8,Kill Bill - SZA,40,1,pop,3OHfY25tqY28d16oZczHc8,2.7216300000000007,0.31638084795321636,-6.144854385964912,5.022801608187135,0.3369574887892376,0.644,0.728,8.0,-5.75,1.0,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947.0,4.0
Escapism.,RAYE,spotify:track:5Z2MiIZ5I3jJvvmeWMLbOQ,Escapism. - RAYE,101,1,uk contemporary r&b,5Z2MiIZ5I3jJvvmeWMLbOQ,2.431369729729729,0.3681782113821138,-7.711336585365854,4.404558861788618,0.31027669724770646,0.538,0.742,2.0,-5.355,1.0,0.114,0.138,4.67e-05,0.0934,0.25,96.107,audio_features,5Z2MiIZ5I3jJvvmeWMLbOQ,spotify:track:5Z2MiIZ5I3jJvvmeWMLbOQ,https://api.spotify.com/v1/tracks/5Z2MiIZ5I3jJvvmeWMLbOQ,https://api.spotify.com/v1/audio-analysis/5Z2MiIZ5I3jJvvmeWMLbOQ,272373.0,4.0
Bad Habit,Steve Lacy,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit - Steve Lacy,40,1,afrofuturism,5CM4UuQ9Gnd6K2YyKGPMoK,1.4076127607361961,0.33368489240228366,-7.538117259552043,0.43162285902503295,0.1776095054095827,0.686,0.507,1.0,-7.097,1.0,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115.0,4.0
You,Flansie,spotify:track:0qjYHI9np3bsH5tr0tX2Pk,You - Flansie,107,1,,0qjYHI9np3bsH5tr0tX2Pk,1.7017186805555555,0.3559714265655715,-10.22824347093513,2.277632547037349,0.21453878919860625,0.587,0.787,6.0,-8.688,0.0,0.0631,0.162,0.502,0.0859,0.105,139.974,audio_features,0qjYHI9np3bsH5tr0tX2Pk,spotify:track:0qjYHI9np3bsH5tr0tX2Pk,https://api.spotify.com/v1/tracks/0qjYHI9np3bsH5tr0tX2Pk,https://api.spotify.com/v1/audio-analysis/0qjYHI9np3bsH5tr0tX2Pk,246833.0,4.0
A New Kind Of Love - Demo,Frou Frou,spotify:track:3fuyYaLhZ2RoP9eWpvfP1H,A New Kind Of Love - Demo - Frou Frou,40,1,downtempo,3fuyYaLhZ2RoP9eWpvfP1H,1.8246271631205673,0.381750664893617,-14.248156914893615,-9.157930186170214,0.22606590192644482,0.674,0.487,9.0,-13.307,1.0,0.0331,0.169,0.00411,0.127,0.329,132.97,audio_features,3fuyYaLhZ2RoP9eWpvfP1H,spotify:track:3fuyYaLhZ2RoP9eWpvfP1H,https://api.spotify.com/v1/tracks/3fuyYaLhZ2RoP9eWpvfP1H,https://api.spotify.com/v1/audio-analysis/3fuyYaLhZ2RoP9eWpvfP1H,259073.0,4.0
505,Arctic Monkeys,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,505 - Arctic Monkeys,52,1,garage rock,0BxE4FqsDD1Ot4YuBXwAPp,1.6897587162162162,0.3641160520607375,-8.152369848156182,-1.2439862617498199,0.21337501700680273,0.526,0.866,0.0,-5.822,1.0,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,audio_features,0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp,253587.0,4.0
Boy's a Liar Pt. 2,PinkPantheress,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,Boy's a Liar Pt. 2 - PinkPantheress,67,1,bedroom pop,6AQbmUe0Qwf5PZnt4HmTXv,1.7891856944444444,0.38985598141695704,-8.193895470383275,0.1173482868757259,0.22525916666666668,0.696,0.809,5.0,-8.254,1.0,0.05,0.252,0.000128,0.248,0.857,132.962,audio_features,6AQbmUe0Qwf5PZnt4HmTXv,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,131013.0,4.0
Moonlight,Kali Uchis,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,Moonlight - Kali Uchis,50,1,colombian pop,2i2gDpKKWjvnRTOZRhaPh2,1.760385904761905,0.3494962908011869,-7.069774480712167,5.952010385756677,0.21907971830985917,0.639,0.723,7.0,-6.462,0.0,0.0532,0.511,0.0,0.167,0.878,136.872,audio_features,2i2gDpKKWjvnRTOZRhaPh2,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558.0,4.0
In Ha Mood,Ice Spice,spotify:track:0yUaLqhsVsguBpoOPL4cO7,In Ha Mood - Ice Spice,38,1,bronx drill,0yUaLqhsVsguBpoOPL4cO7,1.6952335135135137,0.3657717630853994,-8.809619834710743,4.640886501377411,0.21339271812080537,0.768,0.74,0.0,-6.595,1.0,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362.0,4.0
Doctor Doctor,Just Jack,spotify:track:5y0KsSS5LOUOiBT5IOLTaY,Doctor Doctor - Just Jack,58,1,uk alternative pop,5y0KsSS5LOUOiBT5IOLTaY,2.001086761904762,0.3973020939734423,-5.610658835546476,7.949200459652706,0.249959621749409,0.682,0.884,5.0,-4.43,1.0,0.0762,0.0311,0.0,0.423,0.698,119.985,audio_features,5y0KsSS5LOUOiBT5IOLTaY,spotify:track:5y0KsSS5LOUOiBT5IOLTaY,https://api.spotify.com/v1/tracks/5y0KsSS5LOUOiBT5IOLTaY,https://api.spotify.com/v1/audio-analysis/5y0KsSS5LOUOiBT5IOLTaY,214013.0,4.0
Seventeen Forever - Radio Mix,Metro Station,spotify:track:2zKj0o44UnaQ4Eu0NpICjh,Seventeen Forever - Radio Mix - Metro Station,53,1,electropowerpop,2zKj0o44UnaQ4Eu0NpICjh,1.711272857142857,0.3732449612403101,-6.826768992248061,8.806878294573645,0.2144288598574822,0.517,0.906,0.0,-5.074,0.0,0.0634,0.00356,8.09e-06,0.0621,0.354,139.98,audio_features,2zKj0o44UnaQ4Eu0NpICjh,spotify:track:2zKj0o44UnaQ4Eu0NpICjh,https://api.spotify.com/v1/tracks/2zKj0o44UnaQ4Eu0NpICjh,https://api.spotify.com/v1/audio-analysis/2zKj0o44UnaQ4Eu0NpICjh,182547.0,4.0
Happy?,Mudvayne,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,Happy? - Mudvayne,1,0,alternative metal,0INUE1K7cEiE8VH63Rv5RJ,2.401429775280899,0.4684293064876957,-2.55408322147651,6.395861744966442,0.299315069637883,0.546,0.97,5.0,-2.661,0.0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,audio_features,0INUE1K7cEiE8VH63Rv5RJ,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,https://api.spotify.com/v1/tracks/0INUE1K7cEiE8VH63Rv5RJ,https://api.spotify.com/v1/audio-analysis/0INUE1K7cEiE8VH63Rv5RJ,216427.0,4.0
Sunny Afternoon,The Kinks,spotify:track:0DQqzCHlPyKQXfF8uL01SI,Sunny Afternoon - The Kinks,1,0,album rock,0DQqzCHlPyKQXfF8uL01SI,1.933638888888889,0.3108343782654128,-8.823313479623826,5.8149963427377225,0.24244023094688222,0.595,0.462,2.0,-8.414,0.0,0.0259,0.102,0.0,0.0641,0.526,124.991,audio_features,0DQqzCHlPyKQXfF8uL01SI,spotify:track:0DQqzCHlPyKQXfF8uL01SI,https://api.spotify.com/v1/tracks/0DQqzCHlPyKQXfF8uL01SI,https://api.spotify.com/v1/audio-analysis/0DQqzCHlPyKQXfF8uL01SI,210525.0,4.0
I Need A Doctor,Dr. Dre,spotify:track:70ATm56tH7OrQ1zurYssz0,I Need A Doctor - Dr. Dre,1,0,,70ATm56tH7OrQ1zurYssz0,1.5378935,0.4237400251335218,-4.916822808671065,6.002213634935596,0.1923085773480663,0.594,0.946,3.0,-4.521,1.0,0.452,0.0869,0.0,0.306,0.397,155.826,audio_features,70ATm56tH7OrQ1zurYssz0,spotify:track:70ATm56tH7OrQ1zurYssz0,https://api.spotify.com/v1/tracks/70ATm56tH7OrQ1zurYssz0,https://api.spotify.com/v1/audio-analysis/70ATm56tH7OrQ1zurYssz0,283733.0,4.0
